ID,SOURCE_PKEY,BUSINESS_ID,PROJECT_IND_CODE_CD,PROJECT_IND_NAME_NM,PROJECT_IND_DESCRIPTION_DESC,PROJECT_IND_RESPONSIBLE,PROJECT_IND_STATUS,PROJECT_IND_STATUS_DETAILED,CLINICAL_IND,MEDICAL_THERAPEUTIC_AREA,SOURCE_SYSTEM,CREATIONDATE_DT,LASTUPDATEDATE_DT,CREATEDBY,UPDATEDBY,PROJECT_IND_PHASE,STATE
189156,6905ae7b73c758f16c4a8939,PIN00000016829,LC81699_IND002,AMD - Neovascular,Age-related macular degeneration - Neovascular,CS,Ongoing,Ongoing,10075568,,MDM,2025-11-01 06:53:47.000,2025-11-26 08:37:06.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
189157,6905ae7b73c758f16c4a893a,PIN0000001682A,LC81700_IND002,DME,Diabetic macular oedema,CS,Ongoing,Ongoing,10012688,,MDM,2025-11-01 06:53:47.000,2025-11-01 06:53:47.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
189158,6905ae7b73c758f16c4a8938,PIN00000016828,LC81699_IND003,DR,Diabetic retinopathy,CS,Ongoing,Ongoing,10012689,,MDM,2025-11-01 06:53:47.000,2025-11-26 08:38:12.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
188732,6901b96c92c947d6b4bd3da6,PIN000000160CH,LC81701_IND004,Prostate Cancer,Prostate Cancer,CI,Ongoing,Ongoing,10060862,,MDM,2025-10-29 06:51:23.000,2025-10-29 06:51:23.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
188733,6901b96c92c947d6b4bd3da5,PIN000000160CG,LC81701_IND002,CRC,Colorectal Cancer,CI,Ongoing,Ongoing,10061451,,MDM,2025-10-29 06:51:23.000,2025-10-29 06:51:23.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
188734,6901b96c92c947d6b4bd3da7,PIN000000160CI,LC81701_IND003,Lung Cancer,Lung Cancer,CI,Ongoing,Ongoing,10058467,,MDM,2025-10-29 06:51:23.000,2025-10-29 06:51:23.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
188155,68f87fcd2daf3720c0bc1b63,PIN00000015SMO,LC81699_IND001,DME,Diabetic macular oedema,CS,Ongoing,Ongoing,10012688,,MDM,2025-10-22 06:55:09.000,2025-12-19 06:51:08.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
188153,68f87fcd2daf3720c0bc1b64,PIN00000015SMP,LC81700_IND001,AMD - Neovascular,Age-related macular degeneration - Neovascular,CS,Ongoing,Ongoing,10075568,,MDM,2025-10-22 06:55:09.000,2025-11-06 06:51:42.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
188154,68f87fcd2daf3720c0bc1b65,PIN00000015SMQ,LC81701_IND001,MM,Multiple Myeloma,CI,Ongoing,Ongoing,10028228,,MDM,2025-10-22 06:55:09.000,2025-12-12 06:51:01.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
187877,68f32aa41ddd8768332be3cf,PIN00000015KWW,LC81683_IND003,AD,Atopic Dermatitis,CF,Ongoing,Ongoing,10012438,,MDM,2025-10-18 05:50:28.000,2025-10-18 05:50:28.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
187878,68f32aa41ddd8768332be3d0,PIN00000015KWX,SAR449397_IND001,,Indication for Biologic Dev,BE,To be Validated,To be Validated,,,MDM,2025-10-18 05:50:28.000,2025-11-15 06:51:01.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Pre-candidate,ACTIVE
186917,68df6421bf24942dbb50581c,PIN00000015D74,LC81698_IND001,Solid Tumors,Solid Tumors,CI,Ongoing,Ongoing,10065252,,MDM,2025-10-03 05:50:24.000,2025-12-16 06:50:26.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
186919,68df6421bf24942dbb50581d,PIN00000015D75,SAR449336_IND001,CRC,Colorectal Cancer,BG,Ongoing,Ongoing,10061451,L,MDM,2025-10-03 05:50:24.000,2026-01-24 06:50:06.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Preclinical,ACTIVE
186842,68de12ac80ae8a6781e94597,PIN000000155HE,LC81697_IND001,Lung Cancer,Lung Cancer,CI,Ongoing,Ongoing,10058467,,MDM,2025-10-02 05:50:35.000,2025-12-11 06:51:31.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
186843,68de12ac80ae8a6781e94596,PIN000000155HD,RC01606_IND001,,Indication for Others file,CF,,,,,MDM,2025-10-02 05:50:35.000,2025-10-03 05:50:55.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
186844,68de12ac80ae8a6781e94595,PIN000000155HC,RC01605_IND001,,Indication for Others file,CI,,,,,MDM,2025-10-02 05:50:35.000,2025-10-02 05:50:35.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
186578,68db6fc2e51b7b7aa17c7f61,PIN00000014XRQ,LC81695_IND004,HS,Hidradenitis suppurativa,CF,Ongoing,Ongoing,10020041,,MDM,2025-09-30 05:50:58.000,2025-11-01 06:53:56.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
186579,68db6fc2e51b7b7aa17c7f64,PIN00000014XRT,LC81694_IND006,MG,Myasthenia gravis,CF,Ongoing,Ongoing,10028417,,MDM,2025-09-30 05:50:58.000,2025-10-04 05:50:24.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
186585,68db6fc2e51b7b7aa17c7f67,PIN00000014XRW,SAR447998_IND002,LN,Lupus Nephritis,BE,To be Validated,To be Validated,10025140,M,MDM,2025-09-30 05:50:58.000,2026-01-23 06:52:20.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
186586,68db6fc2e51b7b7aa17c7f62,PIN00000014XRR,LC81693_IND005,SSc,Systemic sclerosis,CF,Ongoing,Ongoing,10042953,,MDM,2025-09-30 05:50:58.000,2025-10-02 05:50:58.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
186587,68db6fc2e51b7b7aa17c7f5f,PIN00000014XRO,LC81694_IND005,SSc,Systemic sclerosis,CF,Ongoing,Ongoing,10042953,,MDM,2025-09-30 05:50:58.000,2025-10-02 05:50:46.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
186588,68db6fc2e51b7b7aa17c7f5e,PIN00000014XRN,LC81694_IND003,Sjogren's,Sjogren’s syndrome,CF,Ongoing,Ongoing,10040767,,MDM,2025-09-30 05:50:58.000,2025-10-02 05:50:43.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
186589,68db6fc2e51b7b7aa17c7f66,PIN00000014XRV,LC81695_IND002,Psoriasis,Psoriasis,CF,Ongoing,Ongoing,10037153,,MDM,2025-09-30 05:50:58.000,2025-11-01 06:54:15.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
186590,68db6fc2e51b7b7aa17c7f5b,PIN00000014XRK,LC81693_IND003,Sjogren's,Sjogren’s syndrome,CF,Ongoing,Ongoing,10040767,,MDM,2025-09-30 05:50:58.000,2025-10-02 05:51:03.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
186580,68db6fc2e51b7b7aa17c7f60,PIN00000014XRP,LC81695_IND003,RA,Rheumatoid Arthritis,CF,Ongoing,Ongoing,10039073,,MDM,2025-09-30 05:50:58.000,2025-11-01 06:54:36.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
186581,68db6fc2e51b7b7aa17c7f65,PIN00000014XRU,LC81694_IND007,RA,Rheumatoid Arthritis,CF,Ongoing,Ongoing,10039073,,MDM,2025-09-30 05:50:58.000,2025-10-09 05:51:20.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
186582,68db6fc2e51b7b7aa17c7f5d,PIN00000014XRM,LC81693_IND006,RA,Rheumatoid Arthritis,CF,Ongoing,Ongoing,10039073,,MDM,2025-09-30 05:50:58.000,2025-10-09 05:51:06.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
186583,68db6fc2e51b7b7aa17c7f63,PIN00000014XRS,LC81694_IND004,Myositis,Inclusion body myositis,CF,Ongoing,Ongoing,10066407,,MDM,2025-09-30 05:50:58.000,2025-10-04 05:50:48.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
186584,68db6fc2e51b7b7aa17c7f5c,PIN00000014XRL,LC81693_IND004,Myositis,Inclusion body myositis,CF,Ongoing,Ongoing,10066407,,MDM,2025-09-30 05:50:58.000,2025-10-02 05:50:59.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
186201,68d3870a09a9b5228022ff31,PIN00000014Q1S,SAR449221_IND001,,Indication for Biologic Dev,BE,Ongoing,Ongoing,,,MDM,2025-09-24 05:52:09.000,2025-09-24 05:52:09.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Phase 1,ACTIVE
186015,68d23519e293e218f1b09a1f,PIN00000014AM8,SAR449310_IND001,,Indication for Biologic Dev,BE,To be Validated,To be Validated,,,MDM,2025-09-23 05:50:16.000,2026-01-16 06:51:49.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Pre-candidate,ACTIVE
185716,68cb9e2cbad3604329104583,PIN00000013V6O,SAR231893_IND040,ICI adverse events,Immune Checkpoint Inhibitor - Associated Immune-Related cutaneous adverse events,BE,To be Validated,To be Validated,10013687,D,MDM,2025-09-18 05:52:44.000,2025-12-11 06:50:49.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
185545,68ca4c5d71d79e1060351f51,PIN00000013NGW,SAR449124_IND003,sHTG pancreatitis - CN,Severe Hypertriglyceridemia at risk of Acute Pancreatitis- China,BJ,Ongoing,Ongoing,10020870,C,MDM,2025-09-17 05:51:24.000,2026-01-13 06:51:22.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Phase 3,ACTIVE
185466,68c8faf99708a740a81da736,PIN00000013FR4,SAR449124_IND002,sHTG - CN,Severe Hypertriglyceridemia-China,BJ,Ongoing,Ongoing,10020870,C,MDM,2025-09-16 05:51:53.000,2026-01-13 06:52:01.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Phase 3,ACTIVE
185130,68bfc04b71c958482b611deb,PIN00000011Q0Y,LC81696_IND003,COPD,Chronic Obstructive Pulmonary Disease,CF,Ongoing,Ongoing,10009033,,MDM,2025-09-09 05:51:06.000,2025-11-01 06:54:07.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
185131,68bfc04b71c958482b611dea,PIN00000011Q0X,LC81696_IND002,Asthma,Asthma,CF,Ongoing,Ongoing,10003553,,MDM,2025-09-09 05:51:06.000,2025-11-01 06:54:12.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
185132,68bfc04b71c958482b611de9,PIN00000011Q0W,LC81696_IND001,AD,Atopic Dermatitis,CF,Ongoing,Ongoing,10012438,,MDM,2025-09-09 05:51:06.000,2025-11-13 06:50:19.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
184913,68bd1d54d31fbb045d47c811,PIN00000011IB4,LC81384_IND002,Alzheimer,Alzheimer's Disease,CH,Ongoing,Ongoing,10001896,,MDM,2025-09-07 05:51:15.000,2025-11-01 06:54:13.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
184611,68b9288fd6336657b2d58f77,PIN00000011ALC,SAR448851_IND002,Alzheimer w/Lecanemab,Alzheimer's disease - Combo Lecanemab,BF,To be Validated,To be Validated,10001896,N,MDM,2025-09-04 05:50:06.000,2025-10-15 05:51:55.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
184531,68b7d71fd37af775f25eaafa,PIN000000112VK,SAR448755_IND002,Asthma,Asthma,BE,Ongoing,Ongoing,10003553,R,MDM,2025-09-03 05:50:22.000,2025-11-25 06:53:57.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
184401,68b6862e27624a086cf3dcf7,PIN00000010V5S,LC81113_IND002,CRC,Colorectal Cancer,CI,Ongoing,Ongoing,10061451,,MDM,2025-09-02 05:52:46.000,2025-11-01 06:54:31.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
184422,68b6862e27624a086cf3dcf8,PIN00000010V5T,LC81113_IND003,Pancreatic Carcinoma,Pancreatic Carcinoma,CI,Ongoing,Ongoing,10033609,,MDM,2025-09-02 05:52:46.000,2025-11-01 06:54:38.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
184287,68b1404678f2ff5dc81115ea,PIN00000010NG0,OC02212_IND001,,Indication for Others file,CM,,,,,MDM,2025-08-29 05:53:09.000,2025-09-02 05:53:12.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
184124,68ae9cec15b5a72dbaddf539,PIN00000010FQ9,SAR650984_IND039,1L NDMM w/ Elranatamab,1L NDMM - Combo Elranatamab,BG,Not Validated,Not Validated,10028228,L,MDM,2025-08-27 05:51:39.000,2025-09-09 05:51:34.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,Initiation,ACTIVE
184125,68ae9cec15b5a72dbaddf538,PIN00000010FQ8,SAR449124_IND001,FCS - CN,Familial chylomicronemia syndrome-China,BJ,Completed,Completed active,10085051,C,MDM,2025-08-27 05:51:39.000,2026-01-13 06:51:57.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,LCM,ACTIVE
184018,68ad4ba09361952abf75a878,PIN0000001080G,SIC00803_IND001,,KOV - Ovarian cancer,HB,,,,,MDM,2025-08-26 05:52:32.000,2025-08-27 05:52:11.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
183752,68a80548e219ea2be7e35fd1,PIN000000100AP,LC81652_IND003,AMD - Intermediate,Age-related macular degeneration - Intermediate,CS,Ongoing,Ongoing,10064930,,MDM,2025-08-22 05:51:04.000,2025-08-22 05:51:04.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
183751,68a80548e219ea2be7e35fd0,PIN000000100AO,LC81652_IND002,AMD - Neovascular,Age-related macular degeneration - Neovascular,CS,Ongoing,Ongoing,10075568,,MDM,2025-08-22 05:51:04.000,2025-08-22 05:51:04.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,,ACTIVE
